,node,rank,time (inc),time,nid,name,module,callees,callers,path,group_path,component_path
48,"{'name': 'ApplyMaterialPropertiesForElems', 'type': 'region'}",0,676784.0,14072.0,3,0,0,[16],[18],"[23, 19, 18, 0]",[23 19 18  0],[0]
49,"{'name': 'ApplyMaterialPropertiesForElems', 'type': 'region'}",1,865539.0,12107.0,3,0,0,[16],[18],"[23, 19, 18, 0]",[23 19 18  0],[0]
50,"{'name': 'ApplyMaterialPropertiesForElems', 'type': 'region'}",2,976511.0,13643.0,3,0,0,[16],[18],"[23, 19, 18, 0]",[23 19 18  0],[0]
51,"{'name': 'ApplyMaterialPropertiesForElems', 'type': 'region'}",3,644205.0,13171.0,3,0,0,[16],[18],"[23, 19, 18, 0]",[23 19 18  0],[0]
52,"{'name': 'ApplyMaterialPropertiesForElems', 'type': 'region'}",4,913793.0,12643.0,3,0,0,[16],[18],"[23, 19, 18, 0]",[23 19 18  0],[0]
53,"{'name': 'ApplyMaterialPropertiesForElems', 'type': 'region'}",5,576582.0,11505.0,3,0,0,[16],[18],"[23, 19, 18, 0]",[23 19 18  0],[0]
54,"{'name': 'ApplyMaterialPropertiesForElems', 'type': 'region'}",6,464398.0,22583.0,3,0,0,[16],[18],"[23, 19, 18, 0]",[23 19 18  0],[0]
55,"{'name': 'ApplyMaterialPropertiesForElems', 'type': 'region'}",7,824623.0,13609.0,3,0,0,[16],[18],"[23, 19, 18, 0]",[23 19 18  0],[0]
56,"{'name': 'EvalEOSForElems', 'type': 'region'}",0,662712.0,244008.0,4,16,16,"[2, 13]",[0],"[23, 19, 18, 0, 16]",[23 19 18  0 16],[16]
57,"{'name': 'EvalEOSForElems', 'type': 'region'}",1,853432.0,261646.0,4,16,16,"[2, 13]",[0],"[23, 19, 18, 0, 16]",[23 19 18  0 16],[16]
58,"{'name': 'EvalEOSForElems', 'type': 'region'}",2,962868.0,305500.0,4,16,16,"[2, 13]",[0],"[23, 19, 18, 0, 16]",[23 19 18  0 16],[16]
59,"{'name': 'EvalEOSForElems', 'type': 'region'}",3,631034.0,235964.0,4,16,16,"[2, 13]",[0],"[23, 19, 18, 0, 16]",[23 19 18  0 16],[16]
60,"{'name': 'EvalEOSForElems', 'type': 'region'}",4,901150.0,393451.0,4,16,16,"[2, 13]",[0],"[23, 19, 18, 0, 16]",[23 19 18  0 16],[16]
61,"{'name': 'EvalEOSForElems', 'type': 'region'}",5,565077.0,190093.0,4,16,16,"[2, 13]",[0],"[23, 19, 18, 0, 16]",[23 19 18  0 16],[16]
62,"{'name': 'EvalEOSForElems', 'type': 'region'}",6,441815.0,162868.0,4,16,16,"[2, 13]",[0],"[23, 19, 18, 0, 16]",[23 19 18  0 16],[16]
63,"{'name': 'EvalEOSForElems', 'type': 'region'}",7,811014.0,244580.0,4,16,16,"[2, 13]",[0],"[23, 19, 18, 0, 16]",[23 19 18  0 16],[16]
64,"{'name': 'CalcEnergyForElems', 'type': 'region'}",0,410731.0,222116.0,5,2,2,[11],[16],"[23, 19, 18, 0, 16, 2]",[23 19 18  0 16  2],[2]
65,"{'name': 'CalcEnergyForElems', 'type': 'region'}",1,583659.0,365612.0,5,2,2,[11],[16],"[23, 19, 18, 0, 16, 2]",[23 19 18  0 16  2],[2]
66,"{'name': 'CalcEnergyForElems', 'type': 'region'}",2,647474.0,352694.0,5,2,2,[11],[16],"[23, 19, 18, 0, 16, 2]",[23 19 18  0 16  2],[2]
67,"{'name': 'CalcEnergyForElems', 'type': 'region'}",3,387000.0,229266.0,5,2,2,[11],[16],"[23, 19, 18, 0, 16, 2]",[23 19 18  0 16  2],[2]
68,"{'name': 'CalcEnergyForElems', 'type': 'region'}",4,498522.0,340746.0,5,2,2,[11],[16],"[23, 19, 18, 0, 16, 2]",[23 19 18  0 16  2],[2]
69,"{'name': 'CalcEnergyForElems', 'type': 'region'}",5,367247.0,214592.0,5,2,2,[11],[16],"[23, 19, 18, 0, 16, 2]",[23 19 18  0 16  2],[2]
70,"{'name': 'CalcEnergyForElems', 'type': 'region'}",6,270968.0,148668.0,5,2,2,[11],[16],"[23, 19, 18, 0, 16, 2]",[23 19 18  0 16  2],[2]
71,"{'name': 'CalcEnergyForElems', 'type': 'region'}",7,554461.0,426729.0,5,2,2,[11],[16],"[23, 19, 18, 0, 16, 2]",[23 19 18  0 16  2],[2]
72,"{'name': 'CalcPressureForElems', 'type': 'region'}",0,188615.0,188615.0,6,11,11,[],[2],"[23, 19, 18, 0, 16, 2, 11]",[23 19 18  0 16  2 11],[11]
73,"{'name': 'CalcPressureForElems', 'type': 'region'}",1,218047.0,218047.0,6,11,11,[],[2],"[23, 19, 18, 0, 16, 2, 11]",[23 19 18  0 16  2 11],[11]
74,"{'name': 'CalcPressureForElems', 'type': 'region'}",2,294780.0,294780.0,6,11,11,[],[2],"[23, 19, 18, 0, 16, 2, 11]",[23 19 18  0 16  2 11],[11]
75,"{'name': 'CalcPressureForElems', 'type': 'region'}",3,157734.0,157734.0,6,11,11,[],[2],"[23, 19, 18, 0, 16, 2, 11]",[23 19 18  0 16  2 11],[11]
76,"{'name': 'CalcPressureForElems', 'type': 'region'}",4,157776.0,157776.0,6,11,11,[],[2],"[23, 19, 18, 0, 16, 2, 11]",[23 19 18  0 16  2 11],[11]
77,"{'name': 'CalcPressureForElems', 'type': 'region'}",5,152655.0,152655.0,6,11,11,[],[2],"[23, 19, 18, 0, 16, 2, 11]",[23 19 18  0 16  2 11],[11]
78,"{'name': 'CalcPressureForElems', 'type': 'region'}",6,122300.0,122300.0,6,11,11,[],[2],"[23, 19, 18, 0, 16, 2, 11]",[23 19 18  0 16  2 11],[11]
79,"{'name': 'CalcPressureForElems', 'type': 'region'}",7,127732.0,127732.0,6,11,11,[],[2],"[23, 19, 18, 0, 16, 2, 11]",[23 19 18  0 16  2 11],[11]
80,"{'name': 'CalcSoundSpeedForElems', 'type': 'region'}",0,7973.0,7973.0,7,13,13,[],[16],"[23, 19, 18, 0, 16, 13]",[23 19 18  0 16 13],[13]
81,"{'name': 'CalcSoundSpeedForElems', 'type': 'region'}",1,8127.0,8127.0,7,13,13,[],[16],"[23, 19, 18, 0, 16, 13]",[23 19 18  0 16 13],[13]
82,"{'name': 'CalcSoundSpeedForElems', 'type': 'region'}",2,9894.0,9894.0,7,13,13,[],[16],"[23, 19, 18, 0, 16, 13]",[23 19 18  0 16 13],[13]
83,"{'name': 'CalcSoundSpeedForElems', 'type': 'region'}",3,8070.0,8070.0,7,13,13,[],[16],"[23, 19, 18, 0, 16, 13]",[23 19 18  0 16 13],[13]
84,"{'name': 'CalcSoundSpeedForElems', 'type': 'region'}",4,9177.0,9177.0,7,13,13,[],[16],"[23, 19, 18, 0, 16, 13]",[23 19 18  0 16 13],[13]
85,"{'name': 'CalcSoundSpeedForElems', 'type': 'region'}",5,7737.0,7737.0,7,13,13,[],[16],"[23, 19, 18, 0, 16, 13]",[23 19 18  0 16 13],[13]
86,"{'name': 'CalcSoundSpeedForElems', 'type': 'region'}",6,7979.0,7979.0,7,13,13,[],[16],"[23, 19, 18, 0, 16, 13]",[23 19 18  0 16 13],[13]
87,"{'name': 'CalcSoundSpeedForElems', 'type': 'region'}",7,11973.0,11973.0,7,13,13,[],[16],"[23, 19, 18, 0, 16, 13]",[23 19 18  0 16 13],[13]
88,"{'name': 'CalcLagrangeElements', 'type': 'region'}",0,664457.0,21891.0,19,8,8,[7],[18],"[23, 19, 18, 8]",[23 19 18  8],[8]
89,"{'name': 'CalcLagrangeElements', 'type': 'region'}",1,922430.0,25449.0,19,8,8,[7],[18],"[23, 19, 18, 8]",[23 19 18  8],[8]
90,"{'name': 'CalcLagrangeElements', 'type': 'region'}",2,886384.0,33090.0,19,8,8,[7],[18],"[23, 19, 18, 8]",[23 19 18  8],[8]
91,"{'name': 'CalcLagrangeElements', 'type': 'region'}",3,689860.0,22109.0,19,8,8,[7],[18],"[23, 19, 18, 8]",[23 19 18  8],[8]
92,"{'name': 'CalcLagrangeElements', 'type': 'region'}",4,930739.0,23064.0,19,8,8,[7],[18],"[23, 19, 18, 8]",[23 19 18  8],[8]
93,"{'name': 'CalcLagrangeElements', 'type': 'region'}",5,647215.0,23281.0,19,8,8,[7],[18],"[23, 19, 18, 8]",[23 19 18  8],[8]
94,"{'name': 'CalcLagrangeElements', 'type': 'region'}",6,515700.0,22362.0,19,8,8,[7],[18],"[23, 19, 18, 8]",[23 19 18  8],[8]
95,"{'name': 'CalcLagrangeElements', 'type': 'region'}",7,862827.0,22494.0,19,8,8,[7],[18],"[23, 19, 18, 8]",[23 19 18  8],[8]
96,"{'name': 'CalcKinematicsForElems', 'type': 'region'}",0,642566.0,642566.0,20,7,7,[],[8],"[23, 19, 18, 8, 7]",[23 19 18  8  7],[7]
97,"{'name': 'CalcKinematicsForElems', 'type': 'region'}",1,896981.0,896981.0,20,7,7,[],[8],"[23, 19, 18, 8, 7]",[23 19 18  8  7],[7]
98,"{'name': 'CalcKinematicsForElems', 'type': 'region'}",2,853294.0,853294.0,20,7,7,[],[8],"[23, 19, 18, 8, 7]",[23 19 18  8  7],[7]
99,"{'name': 'CalcKinematicsForElems', 'type': 'region'}",3,667751.0,667751.0,20,7,7,[],[8],"[23, 19, 18, 8, 7]",[23 19 18  8  7],[7]
100,"{'name': 'CalcKinematicsForElems', 'type': 'region'}",4,907675.0,907675.0,20,7,7,[],[8],"[23, 19, 18, 8, 7]",[23 19 18  8  7],[7]
101,"{'name': 'CalcKinematicsForElems', 'type': 'region'}",5,623934.0,623934.0,20,7,7,[],[8],"[23, 19, 18, 8, 7]",[23 19 18  8  7],[7]
102,"{'name': 'CalcKinematicsForElems', 'type': 'region'}",6,493338.0,493338.0,20,7,7,[],[8],"[23, 19, 18, 8, 7]",[23 19 18  8  7],[7]
103,"{'name': 'CalcKinematicsForElems', 'type': 'region'}",7,840333.0,840333.0,20,7,7,[],[8],"[23, 19, 18, 8, 7]",[23 19 18  8  7],[7]
104,"{'name': 'CalcQForElems', 'type': 'region'}",0,950802.0,356717.0,21,12,12,"[9, 10]",[18],"[23, 19, 18, 12]",[23 19 18 12],[12]
105,"{'name': 'CalcQForElems', 'type': 'region'}",1,772684.0,207886.0,21,12,12,"[9, 10]",[18],"[23, 19, 18, 12]",[23 19 18 12],[12]
106,"{'name': 'CalcQForElems', 'type': 'region'}",2,660161.0,119519.0,21,12,12,"[9, 10]",[18],"[23, 19, 18, 12]",[23 19 18 12],[12]
107,"{'name': 'CalcQForElems', 'type': 'region'}",3,945447.0,345305.0,21,12,12,"[9, 10]",[18],"[23, 19, 18, 12]",[23 19 18 12],[12]
108,"{'name': 'CalcQForElems', 'type': 'region'}",4,696801.0,91947.0,21,12,12,"[9, 10]",[18],"[23, 19, 18, 12]",[23 19 18 12],[12]
109,"{'name': 'CalcQForElems', 'type': 'region'}",5,1062829.0,448598.0,21,12,12,"[9, 10]",[18],"[23, 19, 18, 12]",[23 19 18 12],[12]
110,"{'name': 'CalcQForElems', 'type': 'region'}",6,1080771.0,480632.0,21,12,12,"[9, 10]",[18],"[23, 19, 18, 12]",[23 19 18 12],[12]
111,"{'name': 'CalcQForElems', 'type': 'region'}",7,838428.0,204809.0,21,12,12,"[9, 10]",[18],"[23, 19, 18, 12]",[23 19 18 12],[12]
112,"{'name': 'CalcMonotonicQGradientsForElems', 'type': 'region'}",0,431829.0,431829.0,22,9,9,[],[12],"[23, 19, 18, 12, 9]",[23 19 18 12  9],[9]
113,"{'name': 'CalcMonotonicQGradientsForElems', 'type': 'region'}",1,326522.0,326522.0,22,9,9,[],[12],"[23, 19, 18, 12, 9]",[23 19 18 12  9],[9]
114,"{'name': 'CalcMonotonicQGradientsForElems', 'type': 'region'}",2,349038.0,349038.0,22,9,9,[],[12],"[23, 19, 18, 12, 9]",[23 19 18 12  9],[9]
115,"{'name': 'CalcMonotonicQGradientsForElems', 'type': 'region'}",3,412746.0,412746.0,22,9,9,[],[12],"[23, 19, 18, 12, 9]",[23 19 18 12  9],[9]
116,"{'name': 'CalcMonotonicQGradientsForElems', 'type': 'region'}",4,363349.0,363349.0,22,9,9,[],[12],"[23, 19, 18, 12, 9]",[23 19 18 12  9],[9]
117,"{'name': 'CalcMonotonicQGradientsForElems', 'type': 'region'}",5,448753.0,448753.0,22,9,9,[],[12],"[23, 19, 18, 12, 9]",[23 19 18 12  9],[9]
118,"{'name': 'CalcMonotonicQGradientsForElems', 'type': 'region'}",6,445067.0,445067.0,22,9,9,[],[12],"[23, 19, 18, 12, 9]",[23 19 18 12  9],[9]
119,"{'name': 'CalcMonotonicQGradientsForElems', 'type': 'region'}",7,371161.0,371161.0,22,9,9,[],[12],"[23, 19, 18, 12, 9]",[23 19 18 12  9],[9]
120,"{'name': 'CalcMonotonicQRegionForElems', 'type': 'region'}",0,162256.0,162256.0,23,10,10,[],[12],"[23, 19, 18, 12, 10]",[23 19 18 12 10],[10]
121,"{'name': 'CalcMonotonicQRegionForElems', 'type': 'region'}",1,238276.0,238276.0,23,10,10,[],[12],"[23, 19, 18, 12, 10]",[23 19 18 12 10],[10]
122,"{'name': 'CalcMonotonicQRegionForElems', 'type': 'region'}",2,191604.0,191604.0,23,10,10,[],[12],"[23, 19, 18, 12, 10]",[23 19 18 12 10],[10]
123,"{'name': 'CalcMonotonicQRegionForElems', 'type': 'region'}",3,187396.0,187396.0,23,10,10,[],[12],"[23, 19, 18, 12, 10]",[23 19 18 12 10],[10]
124,"{'name': 'CalcMonotonicQRegionForElems', 'type': 'region'}",4,241505.0,241505.0,23,10,10,[],[12],"[23, 19, 18, 12, 10]",[23 19 18 12 10],[10]
125,"{'name': 'CalcMonotonicQRegionForElems', 'type': 'region'}",5,165478.0,165478.0,23,10,10,[],[12],"[23, 19, 18, 12, 10]",[23 19 18 12 10],[10]
126,"{'name': 'CalcMonotonicQRegionForElems', 'type': 'region'}",6,155072.0,155072.0,23,10,10,[],[12],"[23, 19, 18, 12, 10]",[23 19 18 12 10],[10]
127,"{'name': 'CalcMonotonicQRegionForElems', 'type': 'region'}",7,262458.0,262458.0,23,10,10,[],[12],"[23, 19, 18, 12, 10]",[23 19 18 12 10],[10]
128,"{'name': 'UpdateVolumesForElems', 'type': 'region'}",0,16902.0,16902.0,8,22,22,[],[18],"[23, 19, 18, 22]",[23 19 18 22],[22]
129,"{'name': 'UpdateVolumesForElems', 'type': 'region'}",1,6445.0,6445.0,8,22,22,[],[18],"[23, 19, 18, 22]",[23 19 18 22],[22]
130,"{'name': 'UpdateVolumesForElems', 'type': 'region'}",2,6591.0,6591.0,8,22,22,[],[18],"[23, 19, 18, 22]",[23 19 18 22],[22]
131,"{'name': 'UpdateVolumesForElems', 'type': 'region'}",3,6454.0,6454.0,8,22,22,[],[18],"[23, 19, 18, 22]",[23 19 18 22],[22]
132,"{'name': 'UpdateVolumesForElems', 'type': 'region'}",4,6854.0,6854.0,8,22,22,[],[18],"[23, 19, 18, 22]",[23 19 18 22],[22]
133,"{'name': 'UpdateVolumesForElems', 'type': 'region'}",5,7431.0,7431.0,8,22,22,[],[18],"[23, 19, 18, 22]",[23 19 18 22],[22]
134,"{'name': 'UpdateVolumesForElems', 'type': 'region'}",6,42609.0,42609.0,8,22,22,[],[18],"[23, 19, 18, 22]",[23 19 18 22],[22]
135,"{'name': 'UpdateVolumesForElems', 'type': 'region'}",7,6171.0,6171.0,8,22,22,[],[18],"[23, 19, 18, 22]",[23 19 18 22],[22]
136,"{'name': 'LagrangeNodal', 'type': 'region'}",0,2895319.0,206007.0,13,20,20,[4],[19],"[23, 19, 20]",[23 19 20],[20]
137,"{'name': 'LagrangeNodal', 'type': 'region'}",1,2991340.0,252178.0,13,20,20,[4],[19],"[23, 19, 20]",[23 19 20],[20]
138,"{'name': 'LagrangeNodal', 'type': 'region'}",2,3057942.0,306392.0,13,20,20,[4],[19],"[23, 19, 20]",[23 19 20],[20]
139,"{'name': 'LagrangeNodal', 'type': 'region'}",3,3117867.0,246837.0,13,20,20,[4],[19],"[23, 19, 20]",[23 19 20],[20]
140,"{'name': 'LagrangeNodal', 'type': 'region'}",4,2997548.0,239869.0,13,20,20,[4],[19],"[23, 19, 20]",[23 19 20],[20]
141,"{'name': 'LagrangeNodal', 'type': 'region'}",5,3077086.0,204412.0,13,20,20,[4],[19],"[23, 19, 20]",[23 19 20],[20]
142,"{'name': 'LagrangeNodal', 'type': 'region'}",6,3160335.0,280120.0,13,20,20,[4],[19],"[23, 19, 20]",[23 19 20],[20]
143,"{'name': 'LagrangeNodal', 'type': 'region'}",7,3202921.0,340105.0,13,20,20,[4],[19],"[23, 19, 20]",[23 19 20],[20]
144,"{'name': 'CalcForceForNodes', 'type': 'region'}",0,2689312.0,411190.0,14,4,4,[15],[20],"[23, 19, 20, 4]",[23 19 20  4],[4]
145,"{'name': 'CalcForceForNodes', 'type': 'region'}",1,2739162.0,140031.0,14,4,4,[15],[20],"[23, 19, 20, 4]",[23 19 20  4],[4]
146,"{'name': 'CalcForceForNodes', 'type': 'region'}",2,2751550.0,126085.0,14,4,4,[15],[20],"[23, 19, 20, 4]",[23 19 20  4],[4]
147,"{'name': 'CalcForceForNodes', 'type': 'region'}",3,2871030.0,379447.0,14,4,4,[15],[20],"[23, 19, 20, 4]",[23 19 20  4],[4]
148,"{'name': 'CalcForceForNodes', 'type': 'region'}",4,2757679.0,168395.0,14,4,4,[15],[20],"[23, 19, 20, 4]",[23 19 20  4],[4]
149,"{'name': 'CalcForceForNodes', 'type': 'region'}",5,2872674.0,408344.0,14,4,4,[15],[20],"[23, 19, 20, 4]",[23 19 20  4],[4]
150,"{'name': 'CalcForceForNodes', 'type': 'region'}",6,2880215.0,537984.0,14,4,4,[15],[20],"[23, 19, 20, 4]",[23 19 20  4],[4]
151,"{'name': 'CalcForceForNodes', 'type': 'region'}",7,2862816.0,190604.0,14,4,4,[15],[20],"[23, 19, 20, 4]",[23 19 20  4],[4]
152,"{'name': 'CalcVolumeForceForElems', 'type': 'region'}",0,2278122.0,8780.0,15,15,15,"[17, 5]",[4],"[23, 19, 20, 4, 15]",[23 19 20  4 15],[15]
153,"{'name': 'CalcVolumeForceForElems', 'type': 'region'}",1,2599131.0,8339.0,15,15,15,"[17, 5]",[4],"[23, 19, 20, 4, 15]",[23 19 20  4 15],[15]
154,"{'name': 'CalcVolumeForceForElems', 'type': 'region'}",2,2625465.0,13261.0,15,15,15,"[17, 5]",[4],"[23, 19, 20, 4, 15]",[23 19 20  4 15],[15]
155,"{'name': 'CalcVolumeForceForElems', 'type': 'region'}",3,2491583.0,9174.0,15,15,15,"[17, 5]",[4],"[23, 19, 20, 4, 15]",[23 19 20  4 15],[15]
156,"{'name': 'CalcVolumeForceForElems', 'type': 'region'}",4,2589284.0,18019.0,15,15,15,"[17, 5]",[4],"[23, 19, 20, 4, 15]",[23 19 20  4 15],[15]
157,"{'name': 'CalcVolumeForceForElems', 'type': 'region'}",5,2464330.0,8653.0,15,15,15,"[17, 5]",[4],"[23, 19, 20, 4, 15]",[23 19 20  4 15],[15]
158,"{'name': 'CalcVolumeForceForElems', 'type': 'region'}",6,2342231.0,8549.0,15,15,15,"[17, 5]",[4],"[23, 19, 20, 4, 15]",[23 19 20  4 15],[15]
159,"{'name': 'CalcVolumeForceForElems', 'type': 'region'}",7,2672212.0,12193.0,15,15,15,"[17, 5]",[4],"[23, 19, 20, 4, 15]",[23 19 20  4 15],[15]
160,"{'name': 'CalcHourglassControlForElems', 'type': 'region'}",0,1820745.0,597414.0,17,5,5,[3],[15],"[23, 19, 20, 4, 15, 5]",[23 19 20  4 15  5],[5]
161,"{'name': 'CalcHourglassControlForElems', 'type': 'region'}",1,1758746.0,570912.0,17,5,5,[3],[15],"[23, 19, 20, 4, 15, 5]",[23 19 20  4 15  5],[5]
162,"{'name': 'CalcHourglassControlForElems', 'type': 'region'}",2,1744493.0,578433.0,17,5,5,[3],[15],"[23, 19, 20, 4, 15, 5]",[23 19 20  4 15  5],[5]
163,"{'name': 'CalcHourglassControlForElems', 'type': 'region'}",3,1809443.0,586524.0,17,5,5,[3],[15],"[23, 19, 20, 4, 15, 5]",[23 19 20  4 15  5],[5]
